,32:cd:a7:a0:6d:d8,84:b2:61:56:8a:01,84:b2:61:56:8a:02,84:b2:61:56:8a:00,84:b2:61:6d:3d:22,84:b2:61:6d:3d:21,84:b2:61:6d:3d:20,84:b2:61:5e:44:22,84:b2:61:5e:44:21,84:b2:61:5e:44:20,84:b2:61:47:dd:42,84:b2:61:47:dd:41,84:b2:61:47:dd:40,84:b2:61:47:e2:c0,84:b2:61:56:8a:0f,84:b2:61:56:8a:0e,84:b2:61:56:8a:0d,84:b2:61:5e:44:2f,84:b2:61:5e:44:2d,84:b2:61:6d:3d:2e,84:b2:61:5e:44:2e,84:b2:61:6d:3d:2d,84:b2:61:6d:3d:2f,84:b2:61:47:dd:4e,84:b2:61:47:dd:4f,84:b2:61:47:dd:4d,84:b2:61:47:e2:c2,84:b2:61:47:e2:c1,84:b2:61:6d:5d:70,84:b2:61:6d:5d:72,84:b2:61:6d:5d:71,84:b2:61:47:e2:ce,84:b2:61:47:e2:cd,84:b2:61:6d:52:a1,84:b2:61:6d:52:a0,84:b2:61:6d:52:a2,84:b2:61:6d:52:af,84:b2:61:40:75:f1,84:b2:61:40:75:f2,84:b2:61:40:75:f0,c4:71:54:39:70:e4,lat,long
19:08:55:00,-74.0,-65.0,-64.0,-64.0,-91.0,-93.0,-91.0,-56.0,-56.0,-56.0,-75.0,-75.0,-76.0,,-59.0,-59.0,-59.0,-47.0,-47.0,-88.0,-48.0,-86.0,-85.0,-74.0,-73.0,-74.0,,,,,,,,-89.0,-89.0,-90.0,,,,,,44.43493749998122,26.0479318253724
19:08:56:00,-74.0,-65.0,-64.0,-64.0,-91.0,-93.0,-91.0,-56.0,-56.0,-56.0,-75.0,-75.0,-76.0,,-59.0,-59.0,-59.0,-47.0,-47.0,-88.0,-48.0,-86.0,-85.0,-74.0,-73.0,-74.0,,,,,,,,-89.0,-89.0,-90.0,,,,,,44.43493749998056,26.04791986673906
19:08:57:00,-66.0,-60.0,-60.0,-60.0,-87.0,-89.0,-89.0,-51.0,-50.0,-50.0,-74.0,-74.0,-72.0,,-61.0,-61.0,-61.0,-48.0,-49.0,-82.0,-45.0,-82.0,-82.0,-66.0,-63.0,-64.0,,,,,,,,-85.0,-84.0,-82.0,,,,,,44.43493749997994,26.047906922154564
19:08:58:00,-66.0,-60.0,-60.0,-60.0,-87.0,-89.0,-89.0,-51.0,-50.0,-50.0,-74.0,-74.0,-72.0,,-61.0,-61.0,-61.0,-48.0,-49.0,-82.0,-45.0,-82.0,-82.0,-66.0,-63.0,-64.0,,,,,,,,-85.0,-84.0,-82.0,,,,,,44.43493749997977,26.047900624789136
19:09:02:00,-65.0,-57.0,-58.0,-57.0,-81.0,-85.0,-80.0,-53.0,-54.0,-53.0,-72.0,-72.0,-73.0,,-60.0,-60.0,-60.0,-41.0,-41.0,-82.0,-41.0,-82.0,-81.0,-72.0,-72.0,-73.0,,,,,,,,-86.0,-84.0,-85.0,,,,,,44.43493749997906,26.047886242968087
19:09:03:00,-66.0,-55.0,-55.0,-55.0,-85.0,-88.0,-87.0,-48.0,-47.0,-47.0,-61.0,-61.0,-61.0,,-58.0,-58.0,-58.0,-47.0,-47.0,-80.0,-47.0,-81.0,-80.0,-59.0,-59.0,-59.0,,,,,,,,-91.0,-92.0,-89.0,,,,,,44.43494135421443,26.047884881375563
19:09:04:00,-65.0,-59.0,-59.0,-57.0,-83.0,-80.0,-79.0,-44.0,-44.0,-44.0,-60.0,-60.0,-60.0,-94.0,-60.0,-60.0,-60.0,-44.0,-44.0,-79.0,-45.0,-79.0,-79.0,-62.0,-62.0,-63.0,-94.0,-93.0,,,,,,-82.0,-82.0,-82.0,,,,,,44.43494199658631,26.04787228664373
19:09:05:00,-65.0,-50.0,-50.0,-50.0,-85.0,-82.0,-83.0,-52.0,-52.0,-51.0,-77.0,-77.0,-77.0,,-53.0,-54.0,-53.0,-44.0,-45.0,-81.0,-46.0,-81.0,-81.0,-74.0,-73.0,-73.0,,,,,,,,-91.0,-88.0,-91.0,,,,,,44.43494199658532,26.04785429416969
19:09:06:00,-59.0,-53.0,-53.0,-53.0,-81.0,-80.0,-80.0,-50.0,-50.0,-50.0,-78.0,-78.0,-78.0,,-59.0,-59.0,-58.0,-49.0,-49.0,-80.0,-50.0,-79.0,-79.0,-75.0,-76.0,-76.0,,,,,,,,-91.0,-92.0,-91.0,,,,,,44.43494199658446,26.047838700692186
19:09:07:00,-66.0,-50.0,-50.0,-50.0,-86.0,-86.0,-87.0,-56.0,-56.0,-56.0,-83.0,-83.0,-83.0,,-53.0,-53.0,-53.0,-53.0,-53.0,-83.0,-53.0,-82.0,-82.0,-81.0,-80.0,-81.0,-92.0,-90.0,,,,,,-92.0,,-91.0,,,,,,44.43494199658362,26.047823482057886
19:09:08:00,-70.0,-50.0,-50.0,-50.0,-87.0,-87.0,-84.0,-63.0,-63.0,-63.0,-83.0,-84.0,-84.0,-97.0,-54.0,-55.0,-55.0,-50.0,-50.0,-83.0,-49.0,-84.0,-83.0,-79.0,-79.0,-79.0,-93.0,-91.0,,,,,,-92.0,-90.0,-93.0,,,,,,44.434941996582914,26.047810572457763
19:09:09:00,-70.0,-50.0,-50.0,-50.0,-87.0,-87.0,-84.0,-63.0,-63.0,-63.0,-83.0,-84.0,-84.0,-97.0,-54.0,-55.0,-55.0,-50.0,-50.0,-83.0,-49.0,-84.0,-83.0,-79.0,-79.0,-79.0,-93.0,-91.0,,,,,,-92.0,-90.0,-93.0,,,,,,44.43494199658208,26.0477953188381
19:09:10:02,-62.0,-50.0,-50.0,-50.0,-81.0,-81.0,-81.0,-59.0,-58.0,-59.0,-89.0,-91.0,-90.0,-89.0,-50.0,-50.0,-50.0,-53.0,-54.0,-77.0,-53.0,-76.0,-76.0,-85.0,-85.0,-84.0,-89.0,-87.0,,,,,,-94.0,,-95.0,,,,,,44.43494199658133,26.047779505452574
19:09:11:00,-64.0,-49.0,-49.0,-49.0,-82.0,-81.0,-82.0,-66.0,-66.0,-66.0,-85.0,-85.0,-85.0,-85.0,-49.0,-49.0,-49.0,-52.0,-52.0,-77.0,-52.0,-77.0,-77.0,-85.0,-85.0,-86.0,-82.0,-84.0,,,,,,-94.0,,-95.0,,,,,,44.4349419965808,26.04776613104688
19:09:12:00,-63.0,-39.0,-39.0,-39.0,-73.0,-73.0,-68.0,-71.0,-71.0,-72.0,-88.0,-87.0,-88.0,-80.0,-48.0,-48.0,-48.0,-53.0,-53.0,-66.0,-54.0,-66.0,-67.0,-85.0,-83.0,-84.0,-81.0,-81.0,,,,,,,,-94.0,,,,,,44.43494199658016,26.047750117744982
19:09:13:00,-59.0,-41.0,-42.0,-42.0,,,,-66.0,-67.0,-66.0,-91.0,-91.0,-91.0,-82.0,-44.0,-43.0,-43.0,-58.0,-58.0,-70.0,,-71.0,-70.0,-83.0,-82.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,44.43494199657976,26.04773584371558
19:09:14:00,-57.0,-49.0,-49.0,-49.0,-62.0,-63.0,-62.0,-65.0,-64.0,-65.0,-83.0,-83.0,-85.0,-77.0,-46.0,-46.0,-46.0,-62.0,-62.0,-57.0,-62.0,-57.0,-57.0,-84.0,-83.0,-83.0,-77.0,-77.0,-92.0,-94.0,-92.0,,,,,-94.0,,,,,,44.43494199657901,26.047721149861776
19:09:15:00,-53.0,-42.0,-42.0,-42.0,-64.0,-65.0,-65.0,-63.0,-63.0,-63.0,-85.0,-86.0,-85.0,-84.0,-43.0,-43.0,-42.0,-55.0,-55.0,-59.0,-55.0,-59.0,-58.0,-81.0,-82.0,-81.0,-83.0,-85.0,,,,,,,,,,,,,,44.43494199657809,26.047704356886005
19:09:16:00,-56.0,-38.0,-38.0,-38.0,,,,-66.0,-65.0,-65.0,-88.0,-89.0,-88.0,-85.0,-45.0,-46.0,-46.0,-61.0,-61.0,-52.0,-62.0,-53.0,-52.0,-85.0,-85.0,-86.0,-85.0,-85.0,,,,,,,,,,,,,,44.43494019793442,26.04769596039812
19:09:17:00,-52.0,-41.0,-41.0,-41.0,,,,-62.0,-62.0,-62.0,-89.0,-89.0,-89.0,-84.0,-45.0,-45.0,-44.0,-63.0,-62.0,-66.0,-62.0,-66.0,-65.0,-86.0,-85.0,-86.0,-84.0,-79.0,,,,,,,,,,,,,,44.43493749996934,26.047691380495984
19:09:18:00,-52.0,-52.0,-52.0,-52.0,-87.0,-88.0,-86.0,-78.0,-77.0,-77.0,-88.0,-90.0,-90.0,-82.0,-49.0,-50.0,-49.0,-70.0,-70.0,-75.0,-69.0,-74.0,-74.0,-85.0,-85.0,-84.0,-83.0,-82.0,,,,,,,,,,,,,,44.43493749996884,26.047681476457623
19:09:22:00,-49.0,-69.0,-66.0,-66.0,-76.0,-76.0,-76.0,-79.0,-79.0,-78.0,-93.0,-93.0,-92.0,,-47.0,-47.0,-47.0,-61.0,-62.0,-73.0,-61.0,-73.0,-73.0,-84.0,-84.0,-85.0,,,,,,,,,,,,,,,,44.4349374999681,26.04766583516349
19:09:23:00,-56.0,-55.0,-54.0,-55.0,-72.0,-72.0,-73.0,-71.0,-71.0,-71.0,-89.0,-89.0,-90.0,-89.0,-53.0,-53.0,-53.0,-64.0,-64.0,-72.0,-64.0,-73.0,-73.0,-88.0,-88.0,-86.0,-90.0,-90.0,,,,,,,,,,,,,-96.0,44.4349374999676,26.04765691673245
19:09:24:00,-49.0,-49.0,-49.0,-49.0,-74.0,-74.0,-74.0,-78.0,-77.0,-78.0,-91.0,-91.0,-89.0,-88.0,-51.0,-51.0,-52.0,-62.0,-62.0,-69.0,-62.0,-70.0,-70.0,-85.0,-85.0,-85.0,-88.0,-89.0,,,,,,,,,,,,,,44.43493749996681,26.047642432791964
19:09:25:00,-49.0,-55.0,-54.0,-54.0,-80.0,-80.0,-79.0,-79.0,-80.0,-79.0,-91.0,-90.0,-92.0,-90.0,-55.0,-55.0,-55.0,-66.0,-66.0,-70.0,-66.0,-70.0,-69.0,,-89.0,-89.0,-90.0,-91.0,,,,,,,,,,,,,,44.434937499966026,26.04762808879293
19:09:26:00,-46.0,-61.0,-61.0,-61.0,-72.0,-72.0,-72.0,-74.0,-74.0,-74.0,-89.0,-89.0,-90.0,-91.0,-53.0,-54.0,-53.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-86.0,-86.0,-86.0,-90.0,-92.0,,,,,,,,,,,,,,44.43493749996525,26.04761409464753
19:09:27:00,-46.0,-61.0,-61.0,-61.0,-72.0,-72.0,-72.0,-74.0,-74.0,-74.0,-89.0,-89.0,-90.0,-91.0,-53.0,-54.0,-53.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-86.0,-86.0,-86.0,-90.0,-92.0,,,,,,,,,,,,,,44.43493749996457,26.047601624616977
